ID;primäres_Label_viecpro;field_3;kind;Latitude;Longitude;notes;references_p_lucienfeld_harrer;URI_wien_wiki;URI_p_lucienfeld_harrer;alternatives_label_adress_neu;alternatives_label_adress1822;alternatives_label_suttingerstadtplan;alternatives_Label_Datensammlung;alternatives_Label_Feld;Stadtviertel;ist_Teil_von;GeoNames_Link;Access_Excel_Zitierweise
418;Graben, Scalvignonisches Haus;"Graben, Scalvignonisches Haus;Graben, Hafnerisches Haus;Graben, Gannserisches Haus";Wohnadresse;48.2091316;16.3686654;"ab 1617 Dr. Martin Hafner; ab 1700 Hieronymus Frh. von Scalvignoni, geh. Zahlmeister";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 81. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Ellerbachsches_Haus&oldid=510306;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279003;Graben 17;1145;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Graben, Scalvinionisches Haus
419;Kohlmarkt, Fauconetisches Haus;"Kohlmarkt, Fauconetisches Haus;Kohlmarkt, Connensisches Haus";Wohnadresse;48.2092918;16.3684329;"ab 1649 Gräfin Lannoy, vormals Connens; ab 1685 Reichard Fauconet, Hutmacher";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 412. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_3&oldid=510690;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292980;Kohlmarkt 3;1147;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kohlmarkt, Fouconetisches Haus, ksl. Hofquartier;Kohlmarkt, altes Fockenettisches Haus;Kohlmarkt, Fauconettisches Haus"
420;Kohlmarkt, Zur weißen Säule;Kohlmarkt, Zur weißen Säule;Wohnadresse;48.2091235;16.3682252;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 415. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_5&oldid=510792;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292982;Kohlmarkt 5;1148;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kohlmarkt, bei der weißen Säule;Kohlmarkt, Weißen Säule"
421;Kohlmarkt, Volckherisches Haus;"Kohlmarkt, Volckherisches Haus;Kohlmarkt, Vockherisches Haus;Kohlmarkt, Suttingerisches Haus";Wohnadresse;48.2087096;16.3676735;ab 1662 Maria Regina Gräfin von Volckhra;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 419. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_7&oldid=510803;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292987;Kohlmarkt 7;1149;Ihrn gn. Hr. Johan Baptista Suttinger gewes. Regier. Cantzler erb.;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Kohlmarkt, Volckerisches Haus
422;Kohlmarkt, Glässerisches Haus;Kohlmarkt, Glässerisches Haus;Wohnadresse;48.2087096;16.3676735;ab 1670 Peter Glässer, Handelsmann;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 398. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_7&oldid=510803;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292990;Kohlmarkt 7;1150;Peter Gläßer Handelsmann;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Kohlmarkt, Glaser, Peter/Klessersches, Haus
423;Kohlmarkt, Francescinisches Haus;Kohlmarkt, Francescinisches Haus;Wohnadresse;48.2087751;16.3677406;ab 1663 Zahlmeister und Kammerdiener EG Bartholomäus Francescini;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 398. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_9&oldid=510790;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292992;Kohlmarkt 9;1151;;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kohlmarkt, Francis, Herr, Haus;Kohlmarkt, Francischinisches Haus, eH"
424;;Ksl. Reitschule;Wohnadresse;48.2067473;16.3668169;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 311. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Josefsplatz&oldid=824023;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292878;Josefsplatz;;;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Reitschule, ksl.
425;Kohlmarkt, Großes Michaelerhaus;"Kohlmarkt, Großes Michaelerhaus;Kohlmarkt, Albrechtisches Haus;Kohlmarkt, Albrechtsburgisches Haus;Kohlmarkt, Kielmannseggisches Haus;Kohlmarkt, Pinellisches Haus";Wohnadresse;48.2083831;16.3672726;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 408. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Gro%C3%9Fes_Michaelerhaus&oldid=816196;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292976;Kohlmarkt 11;1152;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Kohlmarkt, Michaeler Haus
426;Ksl. Stallburg;Ksl. Stallburg;Wohnadresse;48.2073443;16.3671894;Sonderfall weil Institution;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 33. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Stallburg&oldid=803572;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292905;Reitschulgasse 2;1154;Alte Burg;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Augustiner, bei den, Reitschule, ksl.;Augustiner, bei den, Stallburg"
427;Ksl. Salzamt;Ksl. Salzamt;Wohnadresse;48.2123623;16.3745665;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 595. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Salzamt&oldid=799883;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279254;Ruprechtsplatz 1;1216;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Nähe den 7 Büchern, im Salzamt;Salzamt, ksl.;Nähe der 7 Bücher, im Salzamt;Salzamt, Nähe ksl.;Salzamt"
428;Klugerstraße, Zum blauen Säbel;"Klugerstraße, Zum blauen Säbel;Klugerstraße, Epingerisches Haus";Wohnadresse;48.2037705;16.3717061;Gebäude B;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1950, S. 374. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rudolf-Deibl-Hof&oldid=511077;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291495;Krugerstraße 10;1013 B;graff starnberg;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Klugerstraße, Blauer Säbel
429;Klugerstraße, Starhembergisches Haus;Klugerstraße, Starhembergisches Haus;Wohnadresse;48.2037915;16.371638;Gebäude C;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1950, S. 375. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rudolf-Deibl-Hof&oldid=511077;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291496;Krugerstraße 10;1013 C;graff starnberg;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Klugerstraße, Altstarhembergisches Haus
430;Melkerhof;Melkerhof;Wohnadresse;48.2124301;16.3636412;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,1, Wien: Selbstverlag, 1952, S. 47. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Melker_Hof_(1)&oldid=508506;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279820;Schottengasse 3;103 A, 103 B, 103 C, 103 D;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Melkerhof (Mölckerhof);Mölkerhof"
431;Kleiner Melkerhof;Kleiner Melkerhof;Wohnadresse;48.2126156;16.3635276;Gebäude E;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,1, Wien: Selbstverlag, 1952, S. 47. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Melker_Hof_(1)&oldid=812333;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279820;Schottengasse 3a;103 E;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;kleiner Melkerhof (Mölckerhof)
432;Neuer Markt, Rauchisches Haus;Neuer Markt, Rauchisches Haus;Wohnadresse;48.2065812;16.3710975;ab 1667 Hanns Peter Rauch;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1956,  S. 374. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%A4rntner_Stra%C3%9Fe_16&oldid=510813;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292213;Kärntnerstraße 16;1049 C;Joh. Pet. Rauch;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Neuer Markt, Rauch, Hans, Haus
433;Neuer Markt, Romaninisches Haus;Neuer Markt, Romaninisches Haus;Wohnadresse;48.2064177;16.3710781;ab 1669 Johann Baptist Romanini, Reichshofagent und polnischer Agent;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 187. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%A4rntner_Stra%C3%9Fe_16&oldid=510813;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292216;Kärntnerstraße 16;1051 A;;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Neuer Markt, Romaninisches Haus, eH
434;Neuer Markt, Zum goldenen Adler;Neuer Markt, Zum goldenen Adler;Wohnadresse;48.2060352;16.370266;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 8. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Mehlgrube&oldid=46399;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292188;Neuer Markt 10-11;1058, 1059;;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Neuer Markt, goldener Adler;Neuer Markt, goldener Adler, beim"
435;Neuer Markt, Heussingerisches Haus;Neuer Markt, Heussingerisches Haus;Wohnadresse;48.2064095;16.3705455;Georg Adam Heussinger, Kupferschmied;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 196. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Neuer_Markt_13&oldid=510694;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292372;Neuer Markt 13;1064 A;;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Neuer Markt, Häsßingerisches Haus, eH
436;Kärntnerstraße, Hauerisches Haus;Kärntnerstraße, Hauerisches Haus;Wohnadresse;48.207509;16.3715078;ab 1674 Martin Hauer, kaisl. Eisler und äußerer Rat;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 299. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%A4rntner_Stra%C3%9Fe_4&oldid=510656;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292188;Kärntnerstraße 4;1075 B;;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kärntnerstraße, Hauer, Martin Haus;Kärntnerstraße, Hauer, Martin, Haus;Kärntnerstraße, Hauer, Martn, Haus;Kärntnerstraße, Hauerisches Haus;Kärntnerstraße, Hauersches Haus, eH"
437;Neuer Markt, Bidtermannisches Haus;Neuer Markt, Bidtermannisches Haus;Wohnadresse;48.2067238;16.370657;ab 1693 Jacob Bidtermann, Hufschmied;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 65. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Oberlaaer_Stadthaus&oldid=510833;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292381;Neuer Markt 16;1085 A;;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Neuer Markt, Biderman, Hans, Haus;Neuer Markt, Bidermansches Haus, eH;Neuer Markt, Bitterman, Jakob/Bittermansches, Haus;Neuer Markt, Pidterman, Jakob, Haus"
438;Dorotheergasse, Pitterisches Haus;Dorotheergasse, Pitterisches Haus;Wohnadresse;48.2078571;16.3696888;ab 1675 Gotthard Pitter;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 732. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheergasse_6/8&oldid=510251;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292866;Dorotheagasse 6-8;1117, 1118;Joh. Gotthard Pütter;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Dorothergasse, Pitter, Gotthard/Johann Gotthard, Haus
439;Oberes Arsenal und ksl. Zeughaus;Oberes Arsenal und ksl. Zeughaus;Wohnadresse;48.2127624;16.3670785;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 703-709. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kaiserliches_Zeughaus_(Oberes_Arsenal)&oldid=508025;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282627;Renngasse 5-9;140, 141;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Arsenal, neben, dem, Gondelisches Haus
440;Tiefer Graben, Tepserisches Haus;Tiefer Graben, Tepserisches Haus;Wohnadresse;48.2119874;16.3673681;ab 1687 Jacob Daniel Tepser, kaisl. Rat und Oberstadtkämmerer;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 96. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Tiefer_Graben_11-15&oldid=511297;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282653;Tiefer Graben 11-15;166, 167;gemainer Stadt Wienn;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Tiefer Graben, Tepser, Herr, Haus
441;Naglergasse, Fluecherisches Haus;"Naglergasse, Fluecherisches Haus;Naglergasse, Höfferisches Haus;Naglergasse, Schönfelderisches Haus";Wohnadresse;48.2096117;16.368466;ab 1691 bgl. Handelsmann Paul Nicolai Fluecher;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 95. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_20&oldid=510636;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279012;Graben 20;172, 173, 283, 284;;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Naglergasse, Fluecherisches Haus
442;Freyung, Pallfysches Haus;Freyung, Pallfysches Haus;Wohnadresse;48.211096;16.3658299;ab 1678 Johann Anton Graf Pallfy;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 26. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Palais_Hardegg&oldid=814376;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279915;Freyung 1;238 A;Ihr. gn. Hanns Anthon graff Pallfy;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Freyung (Schottenfreyung), Palffysches Haus, eH.;Freyung, Palffy, Graf, Haus"
443;Kohlmarkt, Prämerisches Haus;"Kohlmarkt, Prämerisches Haus;Kohlmarkt, Schönicklisches Haus;Kohlmarkt, Poppisches Haus;Kohlmarkt, Schenickhlisches Haus";Wohnadresse;48.2085499;16.3671159;ab 1640 Handelsmann Wolfgang Prämer;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 26. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_16&oldid=510855;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294161;Kohlmarkt 16;254-256;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kohlmarkt, Pramersches Haus;Kohlmarkt, Pramerisches Haus"
444;Kohlmarkt, Claasisches Haus;"Kohlmarkt, Claasisches Haus;Kohlmarkt, Seitzisches Haus";Wohnadresse;48.2089516;16.3676652;ab 1693 Hofhandelsmann Antonius Claas;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 9. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_8-10&oldid=510877;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294148;Kolhmarkt 8-10;259-262;;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kohlmarkt, Claas, Antonius Haus;Kohlmarkt, Cleasisches Haus"
445;Kohlmarkt, Deglerisches Haus;Kohlmarkt, Deglerisches Haus;Wohnadresse;48.209171;16.3680055;Schnürmacher Ferdinand Dögler bei Lucienfeld-Harrer;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 347. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_6&oldid=510683;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294144;Kohlmarkt 6;278 A;Bernhard Degler;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kohlmarkt, Degler, Ferdinand, Haus;Kohlmarkt, Degler, Ferdinand, Haus (1689-05-07)"
446;Naglergasse, Sipserisches Haus;"Naglergasse, Sipserisches Haus;Naglergasse, Spöckhlisches Haus";Wohnadresse;48.2099423;16.3679119;ab 1672 Gürtler Ulrich Sipser;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 378. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_5&oldid=510651;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281809;Naglergasse 5;287, 288;;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Naglergasse, Sibser, Ulrich, Haus;Naglergasse, Sipsersches Haus, eH;Naglergasse, Zipß(er), Ulrich, Haus;Naglergasse, Zipser/Sipser, Ulrich, Haus"
447;Naglergasse, Freymannisches Haus;"Naglergasse, Freymannisches Haus;Naglergasse, Zum goldenen Sessel;Naglergasse, Güntherisches Haus;Naglergasse, Mezenbergerisches Haus;Naglergasse, Rasperisches Haus;Naglergasse, Remlinisches Haus;Naglergasse, Thalhamerisches Haus;Naglergasse, Wöllerisches Haus";Wohnadresse;48.2108743;16.3665488;"Christoph Freymann, Kämpelmacher; ab 1683 Franz Rasper, Kämpelmacher";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 381. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_29&oldid=510760;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281838;Naglergasse 29;300-303;;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Naglergasse, Freyman, Christoph, Haus
448;Bognergasse, Zum schwarzen Kamel;Bognergasse, Zum schwarzen Kamel;Wohnadresse;48.210031;16.3683326;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 494. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_schwarzen_Kameel&oldid=511496;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281780;Bognergasse 5;312 B;Frantz Priesterberger;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Bognergasse, schwarzes Kamel, beim
449;Färbergasse, Güntherisches Haus;"Färbergasse, Güntherisches Haus;Färbergasse, Gruberisches Haus;Färbergasse, Ziegelhauserisches Haus";Wohnadresse;48.2120207;16.3687385;"ab 1669 Valentin Günther, Hufschmied; ab 1705 335 A bgl. Schuster Christoph Ziegelhauser";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 494. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Ledererhof_4&oldid=510686;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281970;Färbergasse 2;335 A;Christoph Ziegelhauser;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Am Hof, Ginter, Erben Haus;Färbergasse, Ginder, Valentin, Haus;Färbergasse, Ginderische Erben, Haus;Färbergasse, Gindter/Ginter/Ginther, Valentin, Haus;Färbergasse, Gindterische Erben, Haus;Färbergasse, Gindterische Erben, Haus (1682-06-30) ;Färbergasse, Ginter, Christoph, Haus"
450;Ksl. Futteramt;Ksl. Futteramt;Wohnadresse;48.2122942;16.3694163;eigentlich in der Wipplingerstraße laut Harrer-Lucienfeld und Wien Wiki;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 857. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wipplingerstra%C3%9Fe_15&oldid=511375;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282001;Wipplingerstraße 15;349, 350;;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Singerstraße, Futteramt, altes;Singerstraße, Futteramt, ksl."
451;Fischerstiege, Mändlisches Haus;"Fischerstiege, Mändlisches Haus;Fischerstiege, Oberhuberisches Haus";Wohnadresse;48.2127512;16.3720833;"ab 1681 Mathias Mändl, Häringer; ab 1698 Simon Oberhuber, Häringer";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 432. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Fischerstiege_8&oldid=510645;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282778;Fischerstiege 8;374 B;Mathias Mändl häring;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Fischerstiege, Mändl, Matthias, Haus;Fischerstiege, Mönl, Ursula, Witwe, Haus"
