ID;primary_label;Latitude;Longitude;citation_lucienfeld_harrer;URI_wien_wiki;URI_lucienfeld_harrer;adress_today;adress_1822;adress_suttingerstadtplan;district;alternative_label
427;Ksl. Salzamt;48.2123623;16.3745665;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 595. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Salzamt&oldid=799883;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279254;Ruprechtsplatz 1;1216;;Schottenviertel;"Nähe den 7 Büchern, im Salzamt;Salzamt, ksl.;Nähe der 7 Bücher, im Salzamt;Salzamt, Nähe ksl.;Salzamt"
428;Klugerstraße, Zum blauen Säbel;48.2037705;16.3717061;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1950, S. 374. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rudolf-Deibl-Hof&oldid=511077;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291495;Krugerstraße 10;1013 B;graff starnberg;Kärntnerviertel;Klugerstraße, Blauer Säbel
429;Klugerstraße, Starhembergisches Haus;48.2037915;16.371638;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1950, S. 375. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rudolf-Deibl-Hof&oldid=511077;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291496;Krugerstraße 10;1013 C;graff starnberg;Kärntnerviertel;Klugerstraße, Altstarhembergisches Haus
430;Melkerhof;48.2124301;16.3636412;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,1, Wien: Selbstverlag, 1952, S. 47. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Melker_Hof_(1)&oldid=508506;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279820;Schottengasse 3;103 A, 103 B, 103 C, 103 D;;Schottenviertel;"Melkerhof (Mölckerhof);Mölkerhof"
431;Kleiner Melkerhof;48.2126156;16.3635276;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,1, Wien: Selbstverlag, 1952, S. 47. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Melker_Hof_(1)&oldid=812333;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279820;Schottengasse 3a;103 E;;Schottenviertel;kleiner Melkerhof (Mölckerhof)
432;Neuer Markt, Rauchisches Haus;48.2065812;16.3710975;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1956,  S. 374. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%A4rntner_Stra%C3%9Fe_16&oldid=510813;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292213;Kärntnerstraße 16;1049 C;Joh. Pet. Rauch;Widmerviertel;Neuer Markt, Rauch, Hans, Haus
433;Neuer Markt, Romaninisches Haus;48.2064177;16.3710781;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 187. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%A4rntner_Stra%C3%9Fe_16&oldid=510813;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292216;Kärntnerstraße 16;1051 A;;Widmerviertel;Neuer Markt, Romaninisches Haus, eH
434;Neuer Markt, Zum goldenen Adler;48.2060352;16.370266;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 8. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Mehlgrube&oldid=46399;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292188;Neuer Markt 10-11;1058, 1059;;Widmerviertel;"Neuer Markt, goldener Adler;Neuer Markt, goldener Adler, beim"
435;Neuer Markt, Heussingerisches Haus;48.2064095;16.3705455;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 196. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Neuer_Markt_13&oldid=510694;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292372;Neuer Markt 13;1064 A;;Widmerviertel;Neuer Markt, Häsßingerisches Haus, eH
436;Kärntnerstraße, Hauerisches Haus;48.207509;16.3715078;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 299. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%A4rntner_Stra%C3%9Fe_4&oldid=510656;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292188;Kärntnerstraße 4;1075 B;;Widmerviertel;"Kärntnerstraße, Hauer, Martin Haus;Kärntnerstraße, Hauer, Martin, Haus;Kärntnerstraße, Hauer, Martn, Haus;Kärntnerstraße, Hauerisches Haus;Kärntnerstraße, Hauersches Haus, eH"
437;Neuer Markt, Bidtermannisches Haus;48.2067238;16.370657;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 65. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Oberlaaer_Stadthaus&oldid=510833;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292381;Neuer Markt 16;1085 A;;Widmerviertel;"Neuer Markt, Biderman, Hans, Haus;Neuer Markt, Bidermansches Haus, eH;Neuer Markt, Bitterman, Jakob/Bittermansches, Haus;Neuer Markt, Pidterman, Jakob, Haus"
438;Dorotheergasse, Pitterisches Haus;48.2078571;16.3696888;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 732. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheergasse_6/8&oldid=510251;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292866;Dorotheagasse 6-8;1117, 1118;Joh. Gotthard Pütter;Widmerviertel;Dorothergasse, Pitter, Gotthard/Johann Gotthard, Haus
439;Oberes Arsenal und ksl. Zeughaus;48.2127624;16.3670785;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 703-709. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kaiserliches_Zeughaus_(Oberes_Arsenal)&oldid=508025;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282627;Renngasse 5-9;140, 141;;Schottenviertel;Arsenal, neben, dem, Gondelisches Haus
440;Tiefer Graben, Tepserisches Haus;48.2119874;16.3673681;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 96. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Tiefer_Graben_11-15&oldid=511297;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282653;Tiefer Graben 11-15;166, 167;gemainer Stadt Wienn;Schottenviertel;Tiefer Graben, Tepser, Herr, Haus
441;Naglergasse, Fluecherisches Haus;48.2096117;16.368466;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 95. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_20&oldid=510636;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279012;Graben 20;172, 173, 283, 284;;Schottenviertel;Naglergasse, Fluecherisches Haus
442;Freyung, Pallfysches Haus;48.211096;16.3658299;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 26. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Palais_Hardegg&oldid=814376;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279915;Freyung 1;238 A;Ihr. gn. Hanns Anthon graff Pallfy;Schottenviertel;"Freyung (Schottenfreyung), Palffysches Haus, eH.;Freyung, Palffy, Graf, Haus"
443;Kohlmarkt, Prämerisches Haus;48.2085499;16.3671159;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 26. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_16&oldid=510855;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294161;Kohlmarkt 16;254-256;;Schottenviertel;"Kohlmarkt, Pramersches Haus;Kohlmarkt, Pramerisches Haus"
444;Kohlmarkt, Claasisches Haus;48.2089516;16.3676652;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 7,1, Wien: Selbstverlag, 1957, S. 9. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_8-10&oldid=510877;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294148;Kolhmarkt 8-10;259-262;;Schottenviertel;"Kohlmarkt, Claas, Antonius Haus;Kohlmarkt, Cleasisches Haus"
445;Kohlmarkt, Deglerisches Haus;48.209171;16.3680055;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 347. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_6&oldid=510683;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2294144;Kohlmarkt 6;278 A;Bernhard Degler;Schottenviertel;"Kohlmarkt, Degler, Ferdinand, Haus;Kohlmarkt, Degler, Ferdinand, Haus (1689-05-07)"
446;Naglergasse, Sipserisches Haus;48.2099423;16.3679119;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 378. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_5&oldid=510651;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281809;Naglergasse 5;287, 288;;Schottenviertel;"Naglergasse, Sibser, Ulrich, Haus;Naglergasse, Sipsersches Haus, eH;Naglergasse, Zipß(er), Ulrich, Haus;Naglergasse, Zipser/Sipser, Ulrich, Haus"
447;Naglergasse, Freymannisches Haus;48.2108743;16.3665488;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 381. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Naglergasse_29&oldid=510760;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281838;Naglergasse 29;300-303;;Schottenviertel;Naglergasse, Freyman, Christoph, Haus
448;Bognergasse, Zum schwarzen Kamel;48.210031;16.3683326;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 494. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_schwarzen_Kameel&oldid=511496;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281780;Bognergasse 5;312 B;Frantz Priesterberger;Widmerviertel;Bognergasse, schwarzes Kamel, beim
449;Färbergasse, Güntherisches Haus;48.2120207;16.3687385;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 494. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Ledererhof_4&oldid=510686;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281970;Färbergasse 2;335 A;Christoph Ziegelhauser;Widmerviertel;"Am Hof, Ginter, Erben Haus;Färbergasse, Ginder, Valentin, Haus;Färbergasse, Ginderische Erben, Haus;Färbergasse, Gindter/Ginter/Ginther, Valentin, Haus;Färbergasse, Gindterische Erben, Haus;Färbergasse, Gindterische Erben, Haus (1682-06-30) ;Färbergasse, Ginter, Christoph, Haus"
450;Ksl. Futteramt;48.2122942;16.3694163;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 857. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wipplingerstra%C3%9Fe_15&oldid=511375;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282001;Wipplingerstraße 15;349, 350;;Widmerviertel;"Singerstraße, Futteramt, altes;Singerstraße, Futteramt, ksl."
451;Fischerstiege, Mändlisches Haus;48.2127512;16.3720833;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 432. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Fischerstiege_8&oldid=510645;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282778;Fischerstiege 8;374 B;Mathias Mändl häring;Schottenviertel;"Fischerstiege, Mändl, Matthias, Haus;Fischerstiege, Mönl, Ursula, Witwe, Haus"
452;Judenplatz, Schmidtisches Haus;48.2117178;16.3698426;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,2, Wien: Selbstverlag, 1952, S. 435. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=B%C3%B6hmische_Hofkanzlei&oldid=803021;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281893;Judenplatz 11;384 H1;Hr. Frantz Schmidt J.U.D.;Widmerviertel;"Judenplatz, Schmidische Erben, Haus;Judenplatz, Schmidisches Haus;Judenplatz, Schmidsche Erben, Haus;Judenplatz, Schmidsches Haus;Judenplatz, Schmidt, Dr. Haus;Judenplatz, Schmidt, Dr., Haus;Judenplatz, Schmidthouen, von, Dr., Haus;Judenplatz, Schmidtische Erben, Haus"
453;Judenplatz, Bartholomäus Hinckh Haus;48.2116666;16.3700034;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 581. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=B%C3%B6hmische_Hofkanzlei&oldid=803021;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281894;Judenplatz 11;384 H2;Bartholom. Hinkh;Widmerviertel;"Judenplatz, Hinckh, Bartholomäus, Haus;Judenplatz, Hinckh, Bartlme, Haus"
454;Judenplatz, Pinonisches Haus;48.2113311;16.3708153;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 584. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=B%C3%B6hmische_Hofkanzlei&oldid=803021;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2281896;Judenplatz 11;384 K;;Widmerviertel;"Judenplatz, Pinnon, Herr, Haus;Judenplatz, Pinon, Herr Haus;Judenplatz, Pinonisches Haus"
455;Wipplingerstraße, Zur goldenen Muschel;48.2118867;16.3709263;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,3, Wien: Selbstverlag, 1953, S. 581. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Altes_Rathaus&oldid=812706;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282057;Wipplingerstraße 8;385 E;;Schottenviertel;"Wipplingerstraße, neben der Goldenen Muschel;Wipplingerstraße, goldene Muschel"
456;Fischerstiege, Zum roten Stiefel;48.2117804;16.3711389;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,2, Wien: Selbstverlag, 1951, S. 466. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Altes_Rathaus&oldid=797406;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282060;Stoß im Himmel 2;385 G;hr. Emmerich Gaßman erben;Schottenviertel;"Am Gestade (Unser Frauenstiege), roter Stiefel;Tuchläden, untern, schwarzer Elefant, beim"
457;Hoher Markt, Persohnisches Haus;48.2113489;16.3724883;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,2, Wien: Selbstverlag, 1951, S. 310. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kramhof&oldid=277418;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278810;Hoher Markt 8-9;511 F;Balthasar Persohn erben;Schottenviertel;"Hoher Markt, Persoh(in), Witwe, Haus;Hoher Markt, Persohn, Balthasar Haus;Hoher Markt, Persohnische Erben, Haus"
458;Hoher Markt, Dornisches Haus;48.2111907;16.3727607;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,3, Wien: Selbstverlag, 1952, S. 769. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kramhof&oldid=277418;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278812;Hoher Markt 8-9;511 G;Theodorus Dorn Reichs-Kanclist;Schottenviertel;"Hoher Markt, Dorn, Theodor, Haus;Hoher Markt, Dornische Erben, Haus;Hoher Markt, Dornsches Haus, eH"
459;Beim Schönbrunn, Zum Kühfuß;48.2100209;16.370541;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,2, Wien: Selbstverlag, 1951, S. 310. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_K%C3%BChfu%C3%9F&oldid=511239;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278652;Tuchlauben 10;561 A;;Kärntnerviertel;"Schönbrunn, bei, Kühfuß, beim;Schönbrunn, beim, Khyefueß;Schönbrunn, Khyefueß/Kühfuß, beim;Schönbrunn, Kühfuß/Khüefüeß, beim;Schönbrunn, bei, Krapfisches Haus"
460;Bei St. Stephan, Fetzerisches Haus;48.2085955;16.3718681;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 137. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Goldschmiedgasse_2&oldid=510428;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279441;Goldschmiedgasse 2;595 B;;Kärntnerviertel;St. Stephan, bei, Fezerisches Haus
461;Eisgrübel;48.2093117;16.3704224;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,1, Wien: Selbstverlag, 1952, S. 158. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Eisgr%C3%BCbel&oldid=823121;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279933;Petersplatz 11;609, 608, 607, 606, 605;;Widmerviertel;"Petersfreihof, Eisgrübl;Petersfreithof, am, Eisgrube;Petersfreithof, Eisgrübl"
462;Graben, Kirchlerisches Haus;48.2089428;16.3705589;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 35. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Trattnerhof&oldid=814411;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279062;Graben 29-29a;618 A;Lorenz Kirchler kamertr.;Widmerviertel;"Graben, Kirchler, Dr., Haus;Graben, Kirchler. Haus;Graben, Kirchlersches Haus, eH"
463;Rosengasse, Mehlmesserisches Haus;48.2113343;16.363441;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,3, Wien: Selbstverlag, 1952, S. 667. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kinskypalais&oldid=803214;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279933;Freyung 4;62 B;;Schottenviertel;"Rosengase, Schub, Franz, Haus;Rosengasse, Meelmesser Haus;Rosengasse, Meelmesserisches Haus"
464;Stoch im Eisen, Zur blauen Flasche;48.2083432;16.3715711;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,3, Wien: Selbstverlag, 1952, S. 667. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Stock-im-Eisen-Platz_4&oldid=511328;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278956;Stock-im-Eisen-Platz 6;623, 624;;Widmerviertel;"Stock im Eisen, beim, blaue Flasche, bei der;Stock im Eisen, blaue Flasche;Stock im Eisenplatz, blaue Flasche, bei der"
465;Rotenturmstraße, Hauerisches Haus;48.2096957;16.3733759;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,3, Wien: Selbstverlag, 1952, S. 668. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rotenturmstra%C3%9Fe_11&oldid=511051;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279331;Rotenturmstraße 11;637 A;Marx Hauer erben;Stubenviertel;"Bischofhof, beim, Hauer, Marx Haus;Bischofhof, gegenüber, Hauer, Marx, Haus;Bischofshof, gegenüber, Hauer, Marx, Haus"
466;Rotenturmstraße, Harditsches Haus;48.2097578;16.3734472;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,3, Wien: Selbstverlag, 1952, S. 660. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rotenturmstra%C3%9Fe_11&oldid=511051;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279332;Rotenturmstraße 11;637 B;hanns Georg v. Harditsch erben;Stubenviertel;"Bischofshof, beim, Härtitsch, Frau, Haus;Bischofshof, beim, Hartitsche, Dr. Erben, Haus;Bischofshof, gegenüber, Hartitsch, Dr., Erben, Haus;Bischofshof, gegenüber, Härtitsch, von, Witwe, Haus;Bischofshof, gegenüber, Härtitsch, Witwe, Haus;Bischofshof, gegenüber, Hartitsche Erben, Dr., Haus;Bischofshof, gegenüber, Hartitsche Erben, Haus"
467;Rotenturmstraße, Fügenschuhisches Haus;48.2099203;16.3737729;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954,  S. 211. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Ertlsches_Stiftungshaus&oldid=820002;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279324;Rotenturmstraße 13;638 A;;Stubenviertel;"Bäckerstraße, untere, Fiegenschuechisches Haus;Kramergasse, Fiegenschuech, Dr., Haus;Liechtensteg, Fiegenschuech, Witwe, Haus;Lugeck (Lubegg, am), Fiegenschueß/Fiemschilt, Dr., Haus;Lugeck, Fiegenschuch, Dr., Haus;Lugeck, Füegenschue, Frau, Haus"
468;Fleischbänke, Rückhenbaumisches Haus;48.2099385;16.3738111;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 660. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Ertlsches_Stiftungshaus&oldid=820002;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279324;Rotenturmstraße 13;638 B;;Stubenviertel;"Fleischbänke, an den, Ruckenbaumisches Haus;bei den Fleischbänken, Ruckenbaumisches Haus"
469;Alter Fleischmarkt, Zum weißen Ochsen;48.2099296;16.3788739;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 211. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Caf%C3%A9_Zum_wei%C3%9Fen_Ochsen&oldid=483572;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283096;Fleischmarkt 28;684, 685;Johann Pell;Stubenviertel;"Alter Fleischmarkt, weißer Ochse, neben dem;Alter Fleischmarkt, neben dem weißen Ochsen"
